"","workerId","chain","generation","level","arrayTraining","encodingCorrected","nounsUser","prepsUser","seenInTraining"
"6714","A84","F",1,3,"[[[1,3],1],1]","vsvvmmm","kvts","mr","false"
"6715","A84","F",1,3,"[[[1,1],2],1]","vmvmtmv","kvts","mr","false"
"6756","A85","F",8,0,"0","s","svmk","tr","true"
"6757","A85","F",8,0,"1","v","svmk","tr","true"
"6758","A85","F",8,0,"2","m","svmk","tr","true"
"6759","A85","F",8,0,"3","k","svmk","tr","true"
"6760","A85","F",8,1,"[1,3]","vkt","svmk","tr","true"
"6761","A85","F",8,1,"[1,[1]]","vvt","svmk","tr","true"
"6762","A85","F",8,1,"[2,3]","mkt","svmk","tr","true"
"6763","A85","F",8,1,"[0,2]","smt","svmk","tr","true"
"6764","A85","F",8,1,"[1,2]","vmt","svmk","tr","true"
"6765","A85","F",8,1,"[1,[3]]","mtk","svmk","tr","true"
"6766","A85","F",8,1,"[2,[0]]","mts","svmk","tr","true"
"6767","A85","F",8,1,"[3,[2]]","ktm","svmk","tr","true"
"6768","A85","F",8,1,"[2,0]","smr","svmk","tr","false"
"6769","A85","F",8,1,"[0,1]","stv","svmk","tr","false"
"6770","A85","F",8,1,"[2,[2]]","msm","svmk","tr","false"
"6771","A85","F",8,1,"[2,2]","mmt","svmk","tr","false"
"6772","A85","F",8,2,"[[1,[2]],0]","rtsmt","svmk","tr","true"
"6773","A85","F",8,2,"[[3,[2]],1]","rttrk","svmk","tr","true"
"6774","A85","F",8,2,"[0,[[1,[3]]]]","msttr","svmk","tr","true"
"6775","A85","F",8,2,"[[1,3],2]","sksmr","svmk","tr","true"
"6776","A85","F",8,2,"[1,[[0,[2]]]]","mstmm","svmk","tr","true"
"6777","A85","F",8,2,"[1,[3,[0]]]","mtksm","svmk","tr","true"
"6778","A85","F",8,2,"[[0,[0]],1]","smsts","svmk","tr","true"
"6779","A85","F",8,2,"[[1,1],[3]]","ttvks","svmk","tr","true"
"6780","A85","F",8,2,"[1,[2,[2]]]","mvkss","svmk","tr","false"
"6781","A85","F",8,2,"[3,[[0,[0]]]]","msskr","svmk","tr","false"
"6782","A85","F",8,2,"[[3,[3]],[2]]","mkstk","svmk","tr","false"
"6783","A85","F",8,2,"[1,[3,3]]","skksk","svmk","tr","false"
"6784","A85","F",8,3,"[0,[[[2,[1]],0]]]","stmsvvr","svmk","tr","false"
"6785","A85","F",8,3,"[2,[[2,[1,[3]]]]]","mtmsvks","svmk","tr","false"
"6786","A85","F",8,3,"[0,[[0,1],[1]]]","ssvvrst","svmk","tr","false"
"6787","A85","F",8,3,"[3,[0,[[1,1]]]]","kstvrvt","svmk","tr","false"
"6788","A85","F",8,3,"[0,[[3,[2]],[2]]]","skmmtsr","svmk","tr","false"
"6789","A85","F",8,3,"[[0,[1,2]],[3]]","msvrsvk","svmk","tr","false"
"6790","A85","F",8,3,"[[[2,[1]],[3]],[2]]","mvtrrkm","svmk","tr","false"
"6791","A85","F",8,3,"[3,[[3,[0,[3]]]]]","ktkskrk","svmk","tr","false"
"6792","A85","F",8,3,"[[0,[2,[0]]],[1]]","vsrmsrv","svmk","tr","false"
"6793","A85","F",8,3,"[1,[[[0,1],[3]]]]","vsrtvsk","svmk","tr","false"
"6794","A85","F",8,3,"[[[1,3],1],1]","vrkvttv","svmk","tr","false"
"6795","A85","F",8,3,"[[[1,1],2],1]","mvsvtvv","svmk","tr","false"
"6836","A86","E",6,0,"0","s","stmr","vk","true"
"6837","A86","E",6,0,"1","t","stmr","vk","true"
"6838","A86","E",6,0,"2","m","stmr","vk","true"
"6839","A86","E",6,0,"3","r","stmr","vk","true"
"6840","A86","E",6,1,"[1,3]","tmk","stmr","vk","true"
"6841","A86","E",6,1,"[1,[1]]","tvt","stmr","vk","true"
"6842","A86","E",6,1,"[2,3]","tsv","stmr","vk","true"
"6843","A86","E",6,1,"[0,2]","svt","stmr","vk","true"
"6844","A86","E",6,1,"[1,2]","tsv","stmr","vk","true"
"6845","A86","E",6,1,"[1,[3]]","tmv","stmr","vk","true"
"6846","A86","E",6,1,"[2,[0]]","vsr","stmr","vk","true"
"6847","A86","E",6,1,"[3,[2]]","svr","stmr","vk","true"
"6848","A86","E",6,1,"[2,0]","tsv","stmr","vk","false"
"6849","A86","E",6,1,"[0,1]","stm","stmr","vk","false"
"6850","A86","E",6,1,"[2,[2]]","tvt","stmr","vk","false"
"6851","A86","E",6,1,"[2,2]","tmt","stmr","vk","false"
"6852","A86","E",6,2,"[[1,[2]],0]","tsrmv","stmr","vk","true"
"6853","A86","E",6,2,"[[3,[2]],1]","tvtrk","stmr","vk","true"
"6854","A86","E",6,2,"[0,[[1,[3]]]]","smvtr","stmr","vk","true"
"6855","A86","E",6,2,"[[1,3],2]","tmvkr","stmr","vk","true"
"6856","A86","E",6,2,"[1,[[0,[2]]]]","stvmt","stmr","vk","true"
"6857","A86","E",6,2,"[1,[3,[0]]]","stkrv","stmr","vk","true"
"6858","A86","E",6,2,"[[0,[0]],1]","sstrm","stmr","vk","true"
"6859","A86","E",6,2,"[[1,1],[3]]","tvmvr","stmr","vk","true"
"6860","A86","E",6,2,"[1,[2,[2]]]","vtmtk","stmr","vk","false"
"6861","A86","E",6,2,"[3,[[0,[0]]]]","svsmr","stmr","vk","false"
"6862","A86","E",6,2,"[[3,[3]],[2]]","vtmvr","stmr","vk","false"
"6863","A86","E",6,2,"[1,[3,3]]","vtmmr","stmr","vk","false"
"6864","A86","E",6,3,"[0,[[[2,[1]],0]]]","svtskrm","stmr","vk","false"
"6865","A86","E",6,3,"[2,[[2,[1,[3]]]]]","vtmvrkt","stmr","vk","false"
"6866","A86","E",6,3,"[0,[[0,1],[1]]]","svkrvts","stmr","vk","false"
"6867","A86","E",6,3,"[3,[0,[[1,1]]]]","mvsrvkv","stmr","vk","false"
"6868","A86","E",6,3,"[0,[[3,[2]],[2]]]","stmvtrk","stmr","vk","false"
"6869","A86","E",6,3,"[[0,[1,2]],[3]]","vstmkrv","stmr","vk","false"
"6870","A86","E",6,3,"[[[2,[1]],[3]],[2]]","tvmkrvt","stmr","vk","false"
"6871","A86","E",6,3,"[3,[[3,[0,[3]]]]]","vmvrskv","stmr","vk","false"
"6872","A86","E",6,3,"[[0,[2,[0]]],[1]]","svstmkr","stmr","vk","false"
"6873","A86","E",6,3,"[1,[[[0,1],[3]]]]","svmvtmr","stmr","vk","false"
"6874","A86","E",6,3,"[[[1,3],1],1]","vmvrvkt","stmr","vk","false"
"6875","A86","E",6,3,"[[[1,1],2],1]","vtvmrvt","stmr","vk","false"
"6915","A87","E",10,0,"0","s","stmr","vk","true"
"6916","A87","E",10,0,"1","t","stmr","vk","true"
"6917","A87","E",10,0,"2","m","stmr","vk","true"
"6918","A87","E",10,0,"3","r","stmr","vk","true"
"6919","A87","E",10,1,"[1,3]","ktr","stmr","vk","true"
"6920","A87","E",10,1,"[1,[1]]","ttv","stmr","vk","true"
"6921","A87","E",10,1,"[2,3]","trk","stmr","vk","true"
"6922","A87","E",10,1,"[0,2]","smk","stmr","vk","true"
"6923","A87","E",10,1,"[1,2]","tmk","stmr","vk","true"
"6924","A87","E",10,1,"[1,[3]]","trv","stmr","vk","true"
"6925","A87","E",10,1,"[2,[0]]","msv","stmr","vk","true"
"6926","A87","E",10,1,"[3,[2]]","rmv","stmr","vk","true"
"6927","A87","E",10,1,"[2,0]","rsk","stmr","vk","false"
"6928","A87","E",10,1,"[0,1]","stk","stmr","vk","false"
"6929","A87","E",10,1,"[2,[2]]","rrv","stmr","vk","false"
"6930","A87","E",10,1,"[2,2]","mmk","stmr","vk","false"
"6931","A87","E",10,2,"[[1,[2]],0]","tmksv","stmr","vk","true"
"6932","A87","E",10,2,"[[3,[2]],1]","rmvtt","stmr","vk","true"
"6933","A87","E",10,2,"[0,[[1,[3]]]]","stkrk","stmr","vk","true"
"6934","A87","E",10,2,"[[1,3],2]","trmkk","stmr","vk","true"
"6935","A87","E",10,2,"[1,[[0,[2]]]]","tsmvv","stmr","vk","true"
"6936","A87","E",10,2,"[1,[3,[0]]]","trskv","stmr","vk","true"
"6937","A87","E",10,2,"[[0,[0]],1]","sstvk","stmr","vk","true"
"6938","A87","E",10,2,"[[1,1],[3]]","ttkrv","stmr","vk","true"
"6939","A87","E",10,2,"[1,[2,[2]]]","tkmmv","stmr","vk","false"
"6940","A87","E",10,2,"[3,[[0,[0]]]]","rssvv","stmr","vk","false"
"6941","A87","E",10,2,"[[3,[3]],[2]]","rrmvv","stmr","vk","false"
"6942","A87","E",10,2,"[1,[3,3]]","trrkk","stmr","vk","false"
"6943","A87","E",10,3,"[0,[[[2,[1]],0]]]","ssmvtks","stmr","vk","false"
"6944","A87","E",10,3,"[2,[[2,[1,[3]]]]]","mmtvkrv","stmr","vk","false"
"6945","A87","E",10,3,"[0,[[0,1],[1]]]","tsktsvk","stmr","vk","false"
"6946","A87","E",10,3,"[3,[0,[[1,1]]]]","srkttvk","stmr","vk","false"
"6947","A87","E",10,3,"[0,[[3,[2]],[2]]]","skrttvv","stmr","vk","false"
"6948","A87","E",10,3,"[[0,[1,2]],[3]]","stmkkrv","stmr","vk","false"
"6949","A87","E",10,3,"[[[2,[1]],[3]],[2]]","mtrmvvv","stmr","vk","false"
"6950","A87","E",10,3,"[3,[[3,[0,[3]]]]]","rrsvrvk","stmr","vk","false"
"6951","A87","E",10,3,"[[0,[2,[0]]],[1]]","smmsvkt","stmr","vk","false"
"6952","A87","E",10,3,"[1,[[[0,1],[3]]]]","tstvkrv","stmr","vk","false"
"6953","A87","E",10,3,"[[[1,3],1],1]","trttkkk","stmr","vk","false"
"6954","A87","E",10,3,"[[[1,1],2],1]","ttmtkkk","stmr","vk","false"
"6995","A88","A",2,0,"0","k","ktvs","mr","true"
"6996","A88","A",2,0,"1","t","ktvs","mr","true"
"6997","A88","A",2,0,"2","v","ktvs","mr","true"
"6998","A88","A",2,0,"3","s","ktvs","mr","true"
"6999","A88","A",2,1,"[1,3]","mts","ktvs","mr","true"
"7000","A88","A",2,1,"[1,[1]]","rtt","ktvs","mr","true"
"7001","A88","A",2,1,"[2,3]","msv","ktvs","mr","true"
"7002","A88","A",2,1,"[0,2]","mkv","ktvs","mr","true"
"7003","A88","A",2,1,"[1,2]","mtv","ktvs","mr","true"
"7004","A88","A",2,1,"[1,[3]]","rts","ktvs","mr","true"
"7005","A88","A",2,1,"[2,[0]]","rkv","ktvs","mr","true"
"7006","A88","A",2,1,"[3,[2]]","rvs","ktvs","mr","true"
"7007","A88","A",2,1,"[2,0]","mvk","ktvs","mr","false"
"7008","A88","A",2,1,"[0,1]","mkt","ktvs","mr","false"
"7009","A88","A",2,1,"[2,[2]]","rvv","ktvs","mr","false"
"7010","A88","A",2,1,"[2,2]","mvv","ktvs","mr","false"
"7011","A88","A",2,2,"[[1,[2]],0]","rmktv","ktvs","mr","true"
"7012","A88","A",2,2,"[[3,[2]],1]","mtrvs","ktvs","mr","true"
"7013","A88","A",2,2,"[0,[[1,[3]]]]","rrkts","ktvs","mr","true"
"7014","A88","A",2,2,"[[1,3],2]","mmstv","ktvs","mr","true"
"7015","A88","A",2,2,"[1,[[0,[2]]]]","rrtkv","ktvs","mr","true"
"7016","A88","A",2,2,"[1,[3,[0]]]","mtrsk","ktvs","mr","true"
"7017","A88","A",2,2,"[[0,[0]],1]","rkkmt","ktvs","mr","true"
"7018","A88","A",2,2,"[[1,1],[3]]","rttms","ktvs","mr","true"
"7019","A88","A",2,2,"[1,[2,[2]]]","mtrvv","ktvs","mr","false"
"7020","A88","A",2,2,"[3,[[0,[0]]]]","rrskk","ktvs","mr","false"
"7021","A88","A",2,2,"[[3,[3]],[2]]","rrvss","ktvs","mr","false"
"7022","A88","A",2,2,"[1,[3,3]]","msmts","ktvs","mr","false"
"7023","A88","A",2,3,"[0,[[[2,[1]],0]]]","rkkmtvm","ktvs","mr","false"
"7024","A88","A",2,3,"[2,[[2,[1,[3]]]]]","rrvvmts","ktvs","mr","false"
"7025","A88","A",2,3,"[0,[[0,1],[1]]]","mktrmkt","ktvs","mr","false"
"7026","A88","A",2,3,"[3,[0,[[1,1]]]]","msrkmtt","ktvs","mr","false"
"7027","A88","A",2,3,"[0,[[3,[2]],[2]]]","mkrrvvs","ktvs","mr","false"
"7028","A88","A",2,3,"[[0,[1,2]],[3]]","mtmkvrs","ktvs","mr","false"
"7029","A88","A",2,3,"[[[2,[1]],[3]],[2]]","rrrvstv","ktvs","mr","false"
"7030","A88","A",2,3,"[3,[[3,[0,[3]]]]]","mrsksrr","ktvs","mr","false"
"7031","A88","A",2,3,"[[0,[2,[0]]],[1]]","rrmkrkv","ktvs","mr","false"
"7032","A88","A",2,3,"[1,[[[0,1],[3]]]]","rrtmkts","ktvs","mr","false"
"7033","A88","A",2,3,"[[[1,3],1],1]","mmmsttt","ktvs","mr","false"
"7034","A88","A",2,3,"[[[1,1],2],1]","mmvmktt","ktvs","mr","false"
"7075","A89","J",6,0,"0","k","ktsm","vr","true"
"7076","A89","J",6,0,"1","t","ktsm","vr","true"
"7077","A89","J",6,0,"2","s","ktsm","vr","true"
"7078","A89","J",6,0,"3","m","ktsm","vr","true"
"7079","A89","J",6,1,"[1,3]","tmm","ktsm","vr","true"
"7080","A89","J",6,1,"[1,[1]]","ktt","ktsm","vr","true"
"7081","A89","J",6,1,"[2,3]","svm","ktsm","vr","true"
"7082","A89","J",6,1,"[0,2]","rks","ktsm","vr","true"
"7083","A89","J",6,1,"[1,2]","tms","ktsm","vr","true"
"7084","A89","J",6,1,"[1,[3]]","tkm","ktsm","vr","true"
"7085","A89","J",6,1,"[2,[0]]","skk","ktsm","vr","true"
"7086","A89","J",6,1,"[3,[2]]","mks","ktsm","vr","true"
"7087","A89","J",6,1,"[2,0]","smk","ktsm","vr","false"
"7088","A89","J",6,1,"[0,1]","rkt","ktsm","vr","false"
"7089","A89","J",6,1,"[2,[2]]","kss","ktsm","vr","false"
"7090","A89","J",6,1,"[2,2]","srs","ktsm","vr","false"
"7091","A89","J",6,2,"[[1,[2]],0]","ktsvk","ktsm","vr","true"
"7092","A89","J",6,2,"[[3,[2]],1]","mksvt","ktsm","vr","true"
"7093","A89","J",6,2,"[0,[[1,[3]]]]","kktmr","ktsm","vr","true"
"7094","A89","J",6,2,"[[1,3],2]","rtmms","ktsm","vr","true"
"7095","A89","J",6,2,"[1,[[0,[2]]]]","ktkks","ktsm","vr","true"
"7096","A89","J",6,2,"[1,[3,[0]]]","tmrmk","ktsm","vr","true"
"7097","A89","J",6,2,"[[0,[0]],1]","rkkmt","ktsm","vr","true"
"7098","A89","J",6,2,"[[1,1],[3]]","rtkmm","ktsm","vr","true"
"7099","A89","J",6,2,"[1,[2,[2]]]","mtkss","ktsm","vr","false"
"7100","A89","J",6,2,"[3,[[0,[0]]]]","mkkkk","ktsm","vr","false"
"7101","A89","J",6,2,"[[3,[3]],[2]]","mkmks","ktsm","vr","false"
"7102","A89","J",6,2,"[1,[3,3]]","rtmmr","ktsm","vr","false"
"7103","A89","J",6,3,"[0,[[[2,[1]],0]]]","rsmtkkv","ktsm","vr","false"
"7104","A89","J",6,3,"[2,[[2,[1,[3]]]]]","rsvtmks","ktsm","vr","false"
"7105","A89","J",6,3,"[0,[[0,1],[1]]]","rkmtvkm","ktsm","vr","false"
"7106","A89","J",6,3,"[3,[0,[[1,1]]]]","vmkvtkr","ktsm","vr","false"
"7107","A89","J",6,3,"[0,[[3,[2]],[2]]]","rktmssk","ktsm","vr","false"
"7108","A89","J",6,3,"[[0,[1,2]],[3]]","kmrktms","ktsm","vr","false"
"7109","A89","J",6,3,"[[[2,[1]],[3]],[2]]","kskmkts","ktsm","vr","false"
"7110","A89","J",6,3,"[3,[[3,[0,[3]]]]]","rsmkrkm","ktsm","vr","false"
"7111","A89","J",6,3,"[[0,[2,[0]]],[1]]","ktkrskm","ktsm","vr","false"
"7112","A89","J",6,3,"[1,[[[0,1],[3]]]]","kmktvkt","ktsm","vr","false"
"7113","A89","J",6,3,"[[[1,3],1],1]","tmvmmtt","ktsm","vr","false"
"7114","A89","J",6,3,"[[[1,1],2],1]","rtmtstt","ktsm","vr","false"
"680","A9","G",10,0,"0","s","svtk","mr","true"
"681","A9","G",10,0,"1","v","svtk","mr","true"
"682","A9","G",10,0,"2","t","svtk","mr","true"
"683","A9","G",10,0,"3","k","svtk","mr","true"
"684","A9","G",10,1,"[1,3]","vrk","svtk","mr","true"
"685","A9","G",10,1,"[1,[1]]","vmv","svtk","mr","true"
"686","A9","G",10,1,"[2,3]","trk","svtk","mr","true"
"687","A9","G",10,1,"[0,2]","srt","svtk","mr","true"
"688","A9","G",10,1,"[1,2]","vrt","svtk","mr","true"
"689","A9","G",10,1,"[1,[3]]","kmv","svtk","mr","true"
"690","A9","G",10,1,"[2,[0]]","smt","svtk","mr","true"
"691","A9","G",10,1,"[3,[2]]","tmk","svtk","mr","true"
"692","A9","G",10,1,"[2,0]","trs","svtk","mr","false"
"693","A9","G",10,1,"[0,1]","smv","svtk","mr","false"
"694","A9","G",10,1,"[2,[2]]","tmt","svtk","mr","false"
"695","A9","G",10,1,"[2,2]","trt","svtk","mr","false"
"696","A9","G",10,2,"[[1,[2]],0]","trvms","svtk","mr","true"
"697","A9","G",10,2,"[[3,[2]],1]","trmkr","svtk","mr","true"
"698","A9","G",10,2,"[0,[[1,[3]]]]","kmvms","svtk","mr","true"
"699","A9","G",10,2,"[[1,3],2]","vrkrt","svtk","mr","true"
"700","A9","G",10,2,"[1,[[0,[2]]]]","tmsmv","svtk","mr","true"
"701","A9","G",10,2,"[1,[3,[0]]]","vrsmk","svtk","mr","true"
"702","A9","G",10,2,"[[0,[0]],1]","smsrv","svtk","mr","true"
"703","A9","G",10,2,"[[1,1],[3]]","kmsrs","svtk","mr","true"
"704","A9","G",10,2,"[1,[2,[2]]]","vrtmt","svtk","mr","false"
"705","A9","G",10,2,"[3,[[0,[0]]]]","smsmk","svtk","mr","false"
"706","A9","G",10,2,"[[3,[3]],[2]]","tmkmk","svtk","mr","false"
"707","A9","G",10,2,"[1,[3,3]]","vrkrk","svtk","mr","false"
"708","A9","G",10,3,"[0,[[[2,[1]],0]]]","vmtrsms","svtk","mr","false"
"709","A9","G",10,3,"[2,[[2,[1,[3]]]]]","trkmvmt","svtk","mr","false"
"71010","A9","G",10,3,"[0,[[0,1],[1]]]","srvmsrv","svtk","mr","false"
"7115","A9","G",10,3,"[3,[0,[[1,1]]]]","krvrvms","svtk","mr","false"
"7121","A9","G",10,3,"[0,[[3,[2]],[2]]]","srtmtmk","svtk","mr","false"
"7131","A9","G",10,3,"[[0,[1,2]],[3]]","kmsrvrt","svtk","mr","false"
"7141","A9","G",10,3,"[[[2,[1]],[3]],[2]]","tmkmvmt","svtk","mr","false"
"7151","A9","G",10,3,"[3,[[3,[0,[3]]]]]","krkmsmk","svtk","mr","false"
"7161","A9","G",10,3,"[[0,[2,[0]]],[1]]","vmsrsmt","svtk","mr","false"
"7171","A9","G",10,3,"[1,[[[0,1],[3]]]]","kmsrvmv","svtk","mr","false"
"718","A9","G",10,3,"[[[1,3],1],1]","vrkrvrv","svtk","mr","false"
"719","A9","G",10,3,"[[[1,1],2],1]","vrvrtrv","svtk","mr","false"
"7155","A90","B",4,0,"0","t","tvsk","mr","true"
"7156","A90","B",4,0,"1","v","tvsk","mr","true"
"7157","A90","B",4,0,"2","s","tvsk","mr","true"
"7158","A90","B",4,0,"3","k","tvsk","mr","true"
"7159","A90","B",4,1,"[1,3]","vmk","tvsk","mr","true"
"7160","A90","B",4,1,"[1,[1]]","mvv","tvsk","mr","true"
"71611","A90","B",4,1,"[2,3]","smk","tvsk","mr","true"
"7162","A90","B",4,1,"[0,2]","tms","tvsk","mr","true"
"7163","A90","B",4,1,"[1,2]","vms","tvsk","mr","true"
"7164","A90","B",4,1,"[1,[3]]","vrk","tvsk","mr","true"
"7165","A90","B",4,1,"[2,[0]]","srt","tvsk","mr","true"
"7166","A90","B",4,1,"[3,[2]]","krs","tvsk","mr","true"
"7167","A90","B",4,1,"[2,0]","smt","tvsk","mr","false"
"7168","A90","B",4,1,"[0,1]","tmv","tvsk","mr","false"
"7169","A90","B",4,1,"[2,[2]]","rss","tvsk","mr","false"
"7170","A90","B",4,1,"[2,2]","mss","tvsk","mr","false"
"71711","A90","B",4,2,"[[1,[2]],0]","vrsmt","tvsk","mr","true"
"7172","A90","B",4,2,"[[3,[2]],1]","krsmv","tvsk","mr","true"
"7173","A90","B",4,2,"[0,[[1,[3]]]]","trvrk","tvsk","mr","true"
"7174","A90","B",4,2,"[[1,3],2]","vmkms","tvsk","mr","true"
"7175","A90","B",4,2,"[1,[[0,[2]]]]","vrtrs","tvsk","mr","true"
"7176","A90","B",4,2,"[1,[3,[0]]]","vmkrt","tvsk","mr","true"
"7177","A90","B",4,2,"[[0,[0]],1]","rttmv","tvsk","mr","true"
"7178","A90","B",4,2,"[[1,1],[3]]","mvvrk","tvsk","mr","true"
"7179","A90","B",4,2,"[1,[2,[2]]]","vmsrs","tvsk","mr","false"
"7180","A90","B",4,2,"[3,[[0,[0]]]]","krttt","tvsk","mr","false"
"7181","A90","B",4,2,"[[3,[3]],[2]]","krkrs","tvsk","mr","false"
"7182","A90","B",4,2,"[1,[3,3]]","vmkmk","tvsk","mr","false"
"7183","A90","B",4,3,"[0,[[[2,[1]],0]]]","trsrvmt","tvsk","mr","false"
"7184","A90","B",4,3,"[2,[[2,[1,[3]]]]]","srsmvrk","tvsk","mr","false"
"7185","A90","B",4,3,"[0,[[0,1],[1]]]","mttmvrv","tvsk","mr","false"
"7186","A90","B",4,3,"[3,[0,[[1,1]]]]","mkmtrvv","tvsk","mr","false"
"7187","A90","B",4,3,"[0,[[3,[2]],[2]]]","mtkrsss","tvsk","mr","false"
"7188","A90","B",4,3,"[[0,[1,2]],[3]]","tkvmsrk","tvsk","mr","false"
"7189","A90","B",4,3,"[[[2,[1]],[3]],[2]]","srvrkrs","tvsk","mr","false"
"7190","A90","B",4,3,"[3,[[3,[0,[3]]]]]","trkmtrk","tvsk","mr","false"
"7191","A90","B",4,3,"[[0,[2,[0]]],[1]]","tmsrtrv","tvsk","mr","false"
"7192","A90","B",4,3,"[1,[[[0,1],[3]]]]","vrtmvrk","tvsk","mr","false"
"7193","A90","B",4,3,"[[[1,3],1],1]","vmvmvmv","tvsk","mr","false"
"7194","A90","B",4,3,"[[[1,1],2],1]","vmvmsmv","tvsk","mr","false"
"7235","A91","D",2,0,"0","r","rksv","tm","true"
"7236","A91","D",2,0,"1","k","rksv","tm","true"
"7237","A91","D",2,0,"2","s","rksv","tm","true"
"7238","A91","D",2,0,"3","v","rksv","tm","true"
"7239","A91","D",2,1,"[1,3]","kts","rksv","tm","true"
"7240","A91","D",2,1,"[1,[1]]","tvt","rksv","tm","true"
"7241","A91","D",2,1,"[2,3]","srt","rksv","tm","true"
"7242","A91","D",2,1,"[0,2]","rmv","rksv","tm","true"
"7243","A91","D",2,1,"[1,2]","srm","rksv","tm","true"
"7244","A91","D",2,1,"[1,[3]]","rkv","rksv","tm","true"
"7245","A91","D",2,1,"[2,[0]]","str","rksv","tm","true"
"7246","A91","D",2,1,"[3,[2]]","rks","rksv","tm","true"
"7247","A91","D",2,1,"[2,0]","stv","rksv","tm","false"
"7248","A91","D",2,1,"[0,1]","kts","rksv","tm","false"
"7249","A91","D",2,1,"[2,[2]]","kks","rksv","tm","false"
"7250","A91","D",2,1,"[2,2]","svs","rksv","tm","false"
"7251","A91","D",2,2,"[[1,[2]],0]","tmvsk","rksv","tm","true"
"7252","A91","D",2,2,"[[3,[2]],1]","kvmsv","rksv","tm","true"
"7253","A91","D",2,2,"[0,[[1,[3]]]]","krsmt","rksv","tm","true"
"7254","A91","D",2,2,"[[1,3],2]","krsrm","rksv","tm","true"
"7255","A91","D",2,2,"[1,[[0,[2]]]]","kvsmt","rksv","tm","true"
"7256","A91","D",2,2,"[1,[3,[0]]]","srkvt","rksv","tm","true"
"7257","A91","D",2,2,"[[0,[0]],1]","kmkst","rksv","tm","true"
"7258","A91","D",2,2,"[[1,1],[3]]","kvkts","rksv","tm","true"
"7259","A91","D",2,2,"[1,[2,[2]]]","kvsvt","rksv","tm","false"
"7260","A91","D",2,2,"[3,[[0,[0]]]]","srstm","rksv","tm","false"
"7261","A91","D",2,2,"[[3,[3]],[2]]","smtvr","rksv","tm","false"
"7262","A91","D",2,2,"[1,[3,3]]","kvrmr","rksv","tm","false"
"7263","A91","D",2,3,"[0,[[[2,[1]],0]]]","rksvtms","rksv","tm","false"
"7264","A91","D",2,3,"[2,[[2,[1,[3]]]]]","kmvsrks","rksv","tm","false"
"7265","A91","D",2,3,"[0,[[0,1],[1]]]","ktkmvsr","rksv","tm","false"
"7266","A91","D",2,3,"[3,[0,[[1,1]]]]","kkstvrs","rksv","tm","false"
"7267","A91","D",2,3,"[0,[[3,[2]],[2]]]","kmrtvsr","rksv","tm","false"
"7268","A91","D",2,3,"[[0,[1,2]],[3]]","ktrsmsk","rksv","tm","false"
"7269","A91","D",2,3,"[[[2,[1]],[3]],[2]]","ktsrvkm","rksv","tm","false"
"7270","A91","D",2,3,"[3,[[3,[0,[3]]]]]","srstvkk","rksv","tm","false"
"7271","A91","D",2,3,"[[0,[2,[0]]],[1]]","ksvtrsv","rksv","tm","false"
"7272","A91","D",2,3,"[1,[[[0,1],[3]]]]","kskrtvs","rksv","tm","false"
"7273","A91","D",2,3,"[[[1,3],1],1]","kskkvms","rksv","tm","false"
"7274","A91","D",2,3,"[[[1,1],2],1]","krkstvs","rksv","tm","false"
"7315","A92","J",3,0,"0","k","kvts","mr","true"
"7316","A92","J",3,0,"1","v","kvts","mr","true"
"7317","A92","J",3,0,"2","t","kvts","mr","true"
"7318","A92","J",3,0,"3","s","kvts","mr","true"
"7319","A92","J",3,1,"[1,3]","vms","kvts","mr","true"
"7320","A92","J",3,1,"[1,[1]]","vrv","kvts","mr","true"
"7321","A92","J",3,1,"[2,3]","tms","kvts","mr","true"
"7322","A92","J",3,1,"[0,2]","kmt","kvts","mr","true"
"7323","A92","J",3,1,"[1,2]","vmt","kvts","mr","true"
"7324","A92","J",3,1,"[1,[3]]","vrs","kvts","mr","true"
"7325","A92","J",3,1,"[2,[0]]","trk","kvts","mr","true"
"7326","A92","J",3,1,"[3,[2]]","srt","kvts","mr","true"
"7327","A92","J",3,1,"[2,0]","tmk","kvts","mr","false"
"7328","A92","J",3,1,"[0,1]","kmv","kvts","mr","false"
"7329","A92","J",3,1,"[2,[2]]","trt","kvts","mr","false"
"7330","A92","J",3,1,"[2,2]","tmt","kvts","mr","false"
"7331","A92","J",3,2,"[[1,[2]],0]","kmvrt","kvts","mr","true"
"7332","A92","J",3,2,"[[3,[2]],1]","vmsrt","kvts","mr","true"
"7333","A92","J",3,2,"[0,[[1,[3]]]]","krvrs","kvts","mr","true"
"7334","A92","J",3,2,"[[1,3],2]","vmsmt","kvts","mr","true"
"7335","A92","J",3,2,"[1,[[0,[2]]]]","vrkrt","kvts","mr","true"
"7336","A92","J",3,2,"[1,[3,[0]]]","vmsrk","kvts","mr","true"
"7337","A92","J",3,2,"[[0,[0]],1]","vmkrk","kvts","mr","true"
"7338","A92","J",3,2,"[[1,1],[3]]","vmvrs","kvts","mr","true"
"7339","A92","J",3,2,"[1,[2,[2]]]","vmtrt","kvts","mr","false"
"7340","A92","J",3,2,"[3,[[0,[0]]]]","srkrk","kvts","mr","false"
"7341","A92","J",3,2,"[[3,[3]],[2]]","srsrt","kvts","mr","false"
"7342","A92","J",3,2,"[1,[3,3]]","vmsms","kvts","mr","false"
"7343","A92","J",3,3,"[0,[[[2,[1]],0]]]","krkmtmv","kvts","mr","false"
