"","X","workerId","hitId","assignmentId","time","condition","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","inAmbig","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN","correctLexicon","correctedAnswers","encodingCompositional","encodingCorrected","normedCorrectness","prepHorizGloss","prepVertGloss","consonants"
"140",140,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343125,"CEPost","none","blah",2,"write",NA,"[1,[0,[1]]]","true","false",NA,NA,NA,NA,NA,NA,"tobli tobli kuka mor rae","tultol kuka tultol rae moy","true","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil kuka moy rae","tktrm","sskmr",0.2,"N","A","ktvs"
"141",141,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343135,"CEPost","none","blah",2,"write",NA,"[1,[2,[3]]]","false","true",NA,NA,NA,NA,NA,NA,"tobli solti venti rae more","tultol vinkin solsil rae moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil vinkin rae moy","tvsrm","ssvrm",0.6,"N","A","ktvs"
"142",142,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343141,"CEPost","none","blah",2,"write",NA,"[[0,0],[0]]","true","false",NA,NA,NA,NA,NA,NA,"kuka kuka kuka rae more","kuka kuka kuka rae moy","true","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka kuka kuka rae moy","kkkrm","kkkrm",1,"N","A","ktvs"
"143",143,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343151,"CEPost","none","blah",2,"write",NA,"[[1,[3]],3]","true","false",NA,NA,NA,NA,NA,NA,"solti solti tobli rae mor","tultol solsil solsil moy rae","true","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil solsil rae moy","tssmr","sssrm",0.6,"N","A","ktvs"
"144",144,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343160,"CEPost","none","blah",2,"write",NA,"[[1,2],[3]]","false","true",NA,NA,NA,NA,NA,NA,"solti tobli venti mor rae","tultol vinkin solsil rae moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil vinkin moy rae","tvsrm","ssvmr",0.4,"N","A","ktvs"
"145",145,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343170,"CEPost","none","blah",2,"write",NA,"[0,[2,[1]]]","false","false",NA,NA,NA,NA,NA,NA,"kuka tobli venti rae mor","kuka vinkin tultol rae moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka solsil vinkin rae moy","kvtrm","ksvrm",0.6,"N","A","ktvs"
"146",146,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343176,"CEPost","none","blah",2,"write",NA,"[[2,0],[3]]","true","false",NA,NA,NA,NA,NA,NA,"solti venti kuka rae mor","vinkin kuka solsil rae moy","true","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil vinkin kuka rae moy","vksrm","svkrm",0.6,"N","A","ktvs"
"147",147,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343184,"CEPost","none","blah",2,"write",NA,"[1,[[3,3]]]","true","false",NA,NA,NA,NA,NA,NA,"solti solti tobli rae mor","tultol solsil solsil moy rae","true","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil solsil rae moy","tssmr","sssrm",0.6,"N","A","ktvs"
"148",148,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343192,"CEPost","none","blah",2,"write",NA,"[[3,[3]],0]","true","false",NA,NA,NA,NA,NA,NA,"solt solti kuka mor rae","solsil solsil kuka moy rae","true","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil kuka moy rae","sskmr","sskmr",1,"N","A","ktvs"
"149",149,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343206,"CEPost","none","blah",3,"write",NA,"[[[2,1],[2]],[0]]","false","false",NA,NA,NA,NA,NA,NA,"kuka volti volti volti tobli mor rae rae","vinkin tultol vinkin kuka rae rae moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka solsil solsil solsil solsil moy rae rae","vtvkrrm","kssssmrr",0.125,"N","A","ktvs"
"150",150,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343216,"CEPost","none","blah",3,"write",NA,"[1,[[0,[[1,3]]]]]","false","false",NA,NA,NA,NA,NA,NA,"tobli solti kuka tobli rae mor mor","tultol kuka tultol solsil moy rae rae","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil kuka solsil rae moy moy","tktsmrr","ssksrmm",0.285714285714286,"N","A","ktvs"
"151",151,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343224,"CEPost","none","blah",3,"write",NA,"[0,[[[3,[3]],[1]]]]","false","false",NA,NA,NA,NA,NA,NA,"tobli solti solti kuka mor mor mor","kuka solsil solsil tultol rae rae rae","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil solsil kuka moy moy moy","ksstrrr","ssskmmm",0.285714285714286,"N","A","ktvs"
"152",152,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343236,"CEPost","none","blah",3,"write",NA,"[[[0,1],[2]],3]","false","false",NA,NA,NA,NA,NA,NA,"venti solti kuka tobli rae rae more","kuka tultol vinkin solsil moy rae moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","vinkin solsil kuka solsil rae rae moy","ktvsmrm","vsksrrm",0.428571428571429,"N","A","ktvs"
"153",153,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343247,"CEPost","none","blah",3,"write",NA,"[3,[[3,3],1]]","false","false",NA,NA,NA,NA,NA,NA,"solt solti solti tobli rae rae rae","solsil solsil solsil tultol moy moy moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil solsil solsil rae rae rae","ssstmmm","ssssrrr",0.428571428571429,"N","A","ktvs"
"154",154,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343254,"CEPost","none","blah",3,"write",NA,"[0,[1,[1,1]]]","false","false",NA,NA,NA,NA,NA,NA,"kuka tobli tobli tobli rae rae rae","kuka tultol tultol tultol moy moy moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka solsil solsil solsil rae rae rae","ktttmmm","ksssrrr",0.142857142857143,"N","A","ktvs"
"155",155,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343269,"CEPost","none","blah",3,"write",NA,"[0,[[[1,[0]],0]]]","false","false",NA,NA,NA,NA,NA,NA,"kuka solti kuka kuka rae more rae mor mor","kuka tultol kuka kuka moy rae rae","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka solsil kuka kuka rae moy rae moy moy","ktkkmrr","kskkrmrmm",0.555555555555556,"N","A","ktvs"
"156",156,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343278,"CEPost","none","blah",3,"write",NA,"[1,[[0,[2,[3]]]]]","false","false",NA,NA,NA,NA,NA,NA,"kuka solti venti tobli rae mor mor mor","tultol kuka vinkin solsil rae moy rae","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka solsil vinkin solsil rae moy moy moy","tkvsrmr","ksvsrmmm",0.5,"N","A","ktvs"
"157",157,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343290,"CEPost","none","blah",3,"write",NA,"[[[0,[2]],[3]],3]","false","false",NA,NA,NA,NA,NA,NA,"solt solti venti kuka rae mor mor mor","kuka vinkin solsil solsil moy rae rae","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil solsil vinkin kuka rae moy moy moy","kvssmrr","ssvkrmmm",0.25,"N","A","ktvs"
"158",158,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343305,"CEPost","none","blah",3,"write",NA,"[[1,[0,1]],3]","false","false",NA,NA,NA,NA,NA,NA,"tobli kuka tobli sombi rae rae rae rae","tultol kuka tultol solsil moy moy moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","solsil kuka solsil solsil rae rae rae rae","tktsmmm","skssrrrr",0.25,"N","A","ktvs"
"159",159,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343323,"CEPost","none","blah",3,"write",NA,"[0,[1,[[2,3]]]]","false","false",NA,NA,NA,NA,NA,NA,"kuka venti somli tobli rae rae rae mor","kuka tultol vinkin solsil moy rae moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka vinkin solsil solsil rae rae rae moy","ktvsmrm","kvssrrrm",0.5,"N","A","ktvs"
"160",160,"A2","32K26U12DNVMOFHDAJDFIM8WMG0VD0","3J2UYBXQQMJ9XPZBN1MEF741WRV607",1581343337,"CEPost","none","blah",3,"write",NA,"[[0,[1,[2]]],3]","false","false",NA,NA,NA,NA,NA,NA,"kuka venti tobli senti rae rae mor rae","kuka tultol vinkin solsil moy rae moy","false","center-embedding","head initial","kuka tultol vinkin solsil rae moy","kuka vinkin solsil vinkin rae rae moy rae","ktvsmrm","kvsvrrmr",0.5,"N","A","ktvs"
"201",201,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509499,"CEPre","none","blah",0,"write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"kuka","kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","kuka","k","k",1,"N","E","ktvs"
"202",202,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509502,"CEPre","none","blah",0,"write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"tultol","tultol","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","tultol","t","t",1,"N","E","ktvs"
"203",203,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509504,"CEPre","none","blah",0,"write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"vinkin","vinkin","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","vinkin","v","v",1,"N","E","ktvs"
"204",204,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509506,"CEPre","none","blah",0,"write",NA,"3","true","false",NA,NA,NA,NA,NA,NA,"solsil","solsil","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","solsil","s","s",1,"N","E","ktvs"
"205",205,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509518,"CEPre","none","blah",1,"write",NA,"[0,[2]]","true","false",NA,NA,NA,NA,NA,NA,"rae vinkin kuka","rae vinkin kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae vinkin kuka","rvk","rvk",1,"N","E","ktvs"
"206",206,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509536,"CEPre","none","blah",1,"write",NA,"[0,1]","false","false",NA,NA,NA,NA,NA,NA,"moy tultol kuka","moy tultol kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy tultol kuka","mtk","mtk",1,"N","E","ktvs"
"207",207,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509546,"CEPre","none","blah",1,"write",NA,"[3,[2]]","true","false",NA,NA,NA,NA,NA,NA,"rae vinkin solsil","rae vinkin solsil","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae vinkin solsil","rvs","rvs",1,"N","E","ktvs"
"208",208,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509561,"CEPre","none","blah",1,"write",NA,"[2,3]","true","false",NA,NA,NA,NA,NA,NA,"moy solsil vinkin","moy solsil vinkin","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy solsil vinkin","msv","msv",1,"N","E","ktvs"
"209",209,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509569,"CEPre","none","blah",1,"write",NA,"[3,[1]]","true","false",NA,NA,NA,NA,NA,NA,"rae tultol solsil","rae tultol solsil","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae tultol solsil","rts","rts",1,"N","E","ktvs"
"210",210,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509574,"CEPre","none","blah",1,"write",NA,"[1,[2]]","true","false",NA,NA,NA,NA,NA,NA,"rae vinkin tultol","rae vinkin tultol","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae vinkin tultol","rvt","rvt",1,"N","E","ktvs"
"211",211,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509581,"CEPre","none","blah",1,"write",NA,"[0,2]","false","false",NA,NA,NA,NA,NA,NA,"moy vinkin kuka","moy vinkin kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy vinkin kuka","mvk","mvk",1,"N","E","ktvs"
"212",212,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509591,"CEPre","none","blah",1,"write",NA,"[0,[0]]","true","false",NA,NA,NA,NA,NA,NA,"rae kuka kuka","rae kuka kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae kuka kuka","rkk","rkk",1,"N","E","ktvs"
"213",213,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509597,"CEPre","none","blah",1,"write",NA,"[1,1]","false","false",NA,NA,NA,NA,NA,NA,"moy tultol tultol","moy tultol tultol","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy tultol tultol","mtt","mtt",1,"N","E","ktvs"
"214",214,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509605,"CEPre","none","blah",1,"write",NA,"[3,[0]]","false","false",NA,NA,NA,NA,NA,NA,"rae kuka solsil","rae kuka solsil","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae kuka solsil","rks","rks",1,"N","E","ktvs"
"215",215,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509610,"CEPre","none","blah",1,"write",NA,"[1,[1]]","true","false",NA,NA,NA,NA,NA,NA,"rae tultol tultol","rae tultol tultol","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae tultol tultol","rtt","rtt",1,"N","E","ktvs"
"216",216,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509616,"CEPre","none","blah",1,"write",NA,"[3,3]","true","false",NA,NA,NA,NA,NA,NA,"moy solsil solsil","moy solsil solsil","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy solsil solsil","mss","mss",1,"N","E","ktvs"
"217",217,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509626,"CEPre","none","blah",2,"write",NA,"[[0,[0]],0]","true","false",NA,NA,NA,NA,NA,NA,"rae moy kuka kuka kuka","rae moy kuka kuka kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy kuka kuka kuka","rmkkk","rmkkk",1,"N","E","ktvs"
"218",218,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509641,"CEPre","none","blah",2,"write",NA,"[3,[1,1]]","true","false",NA,NA,NA,NA,NA,NA,"moy tultol tultol solsil","moy moy tultol tultol solsil","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy tultol tultol solsil","mmtts","mtts",0.8,"N","E","ktvs"
"219",219,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509656,"CEPre","none","blah",2,"write",NA,"[[0,[2]],3]","false","true",NA,NA,NA,NA,NA,NA,"rae moy solsil vinkin kuka","rae moy solsil vinkin kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy solsil vinkin kuka","rmsvk","rmsvk",1,"N","E","ktvs"
"220",220,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509666,"CEPre","none","blah",2,"write",NA,"[[0,[1]],0]","true","false",NA,NA,NA,NA,NA,NA,"rae moy kuka kuka tultol","rae moy kuka tultol kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy kuka kuka tultol","rmktk","rmkkt",0.8,"N","E","ktvs"
"221",221,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509675,"CEPre","none","blah",2,"write",NA,"[[2,2],2]","true","false",NA,NA,NA,NA,NA,NA,"moy moy vinkin vinkin vinkin","moy moy vinkin vinkin vinkin","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy moy vinkin vinkin vinkin","mmvvv","mmvvv",1,"N","E","ktvs"
"222",222,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509688,"CEPre","none","blah",2,"write",NA,"[[2,3],0]","false","false",NA,NA,NA,NA,NA,NA,"moy moy kuka solsil vinkin","moy moy kuka solsil vinkin","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy moy kuka solsil vinkin","mmksv","mmksv",1,"N","E","ktvs"
"223",223,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509700,"CEPre","none","blah",2,"write",NA,"[[0,3],[3]]","true","false",NA,NA,NA,NA,NA,NA,"rae solsil solsil kuka","moy rae solsil solsil kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae solsil solsil kuka","mrssk","rssk",0.8,"N","E","ktvs"
"224",224,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509720,"CEPre","none","blah",2,"write",NA,"[0,[[2,3]]]","false","true",NA,NA,NA,NA,NA,NA,"moy solsil vinkin kuka","rae moy solsil vinkin kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy solsil vinkin kuka","rmsvk","msvk",0.8,"N","E","ktvs"
"225",225,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509732,"CEPre","none","blah",2,"write",NA,"[3,[0,3]]","false","false",NA,NA,NA,NA,NA,NA,"moy moy solsil kuka solsil","moy moy solsil kuka solsil","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy moy solsil kuka solsil","mmsks","mmsks",1,"N","E","ktvs"
"226",226,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509741,"CEPre","none","blah",2,"write",NA,"[0,[0,[1]]]","true","false",NA,NA,NA,NA,NA,NA,"moy rae tultol kuka kuka","moy rae tultol kuka kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy rae tultol kuka kuka","mrtkk","mrtkk",1,"N","E","ktvs"
"227",227,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509749,"CEPre","none","blah",2,"write",NA,"[[0,0],0]","true","false",NA,NA,NA,NA,NA,NA,"moy moy kuka kuka kuka","moy moy kuka kuka kuka","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy moy kuka kuka kuka","mmkkk","mmkkk",1,"N","E","ktvs"
"228",228,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509759,"CEPre","none","blah",2,"write",NA,"[[3,3],3]","true","false",NA,NA,NA,NA,NA,NA,"moy moy solsil solsil solsil","moy moy solsil solsil solsil","true","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy moy solsil solsil solsil","mmsss","mmsss",1,"N","E","ktvs"
"229",229,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509790,"CEPre","none","blah",3,"write",NA,"[[0,[[1,2]]],3]","false","false",NA,NA,NA,NA,NA,NA,"rae moy moy solsil vinkin tultol kuka","rae moy moy solsil vinkin tultol kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy moy solsil vinkin tultol kuka","rmmsvtk","rmmsvtk",1,"N","E","ktvs"
"230",230,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509811,"CEPre","none","blah",3,"write",NA,"[0,[[[3,2],[1]]]]","false","false",NA,NA,NA,NA,NA,NA,"rae moy rae tultol vinkin solsil kuka","rae moy rae tultol vinkin solsil kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy rae tultol vinkin solsil kuka","rmrtvsk","rmrtvsk",1,"N","E","ktvs"
"231",231,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509835,"CEPre","none","blah",3,"write",NA,"[[[3,[2]],1],1]","false","false",NA,NA,NA,NA,NA,NA,"rae moy moy tultol tultol vinkin solsil","rae moy moy tultol tultol vinkin solsil","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy moy tultol tultol vinkin solsil","rmmttvs","rmmttvs",1,"N","E","ktvs"
"232",232,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509854,"CEPre","none","blah",3,"write",NA,"[1,[[3,[[0,0]]]]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae moy kuka kuka solsil tultol","rae rae moy kuka kuka solsil tultol","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae rae moy kuka kuka solsil tultol","rrmkkst","rrmkkst",1,"N","E","ktvs"
"233",233,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509867,"CEPre","none","blah",3,"write",NA,"[3,[[1,[[0,[0]]]]]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae rae kuka kuka tultol solsil","rae rae rae kuka kuka tultol solsil","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae rae rae kuka kuka tultol solsil","rrrkkts","rrrkkts",1,"N","E","ktvs"
"234",234,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509890,"CEPre","none","blah",3,"write",NA,"[0,[[[1,2],3]]]","false","false",NA,NA,NA,NA,NA,NA,"rae moy moy solsil vinkin tultol kuka","rae moy moy solsil vinkin tultol kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy moy solsil vinkin tultol kuka","rmmsvtk","rmmsvtk",1,"N","E","ktvs"
"235",235,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509910,"CEPre","none","blah",3,"write",NA,"[1,[[2,[1,[2]]]]]","false","false",NA,NA,NA,NA,NA,NA,"rae moy rae vinkin tultol vinkin tultol","rae moy rae vinkin tultol vinkin tultol","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy rae vinkin tultol vinkin tultol","rmrvtvt","rmrvtvt",1,"N","E","ktvs"
"236",236,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509924,"CEPre","none","blah",3,"write",NA,"[[[0,[1]],2],3]","false","false",NA,NA,NA,NA,NA,NA,"rae moy moy solsil vinkin tultol kuka","rae moy moy solsil vinkin tultol kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy moy solsil vinkin tultol kuka","rmmsvtk","rmmsvtk",1,"N","E","ktvs"
"237",237,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509937,"CEPre","none","blah",3,"write",NA,"[[[3,[1]],[2]],2]","false","false",NA,NA,NA,NA,NA,NA,"rae rae moy vinkin vinkin tultol solsil","rae rae moy vinkin vinkin tultol solsil","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae rae moy vinkin vinkin tultol solsil","rrmvvts","rrmvvts",1,"N","E","ktvs"
"238",238,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509947,"CEPre","none","blah",3,"write",NA,"[[[0,[0]],0],0]","false","false",NA,NA,NA,NA,NA,NA,"rae moy moy kuka kuka kuka kuka","rae moy moy kuka kuka kuka kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","rae moy moy kuka kuka kuka kuka","rmmkkkk","rmmkkkk",1,"N","E","ktvs"
"239",239,"A3","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","39GHHAVOMGY2K8WJQL350EZJZJPJ4K",1581509962,"CEPre","none","blah",3,"write",NA,"[0,[[3,[1]],[0]]]","false","false",NA,NA,NA,NA,NA,NA,"moy rae rae kuka tultol solsil kuka","moy rae rae kuka tultol solsil kuka","false","center-embedding","head final","kuka tultol vinkin solsil rae moy","moy rae rae kuka tultol solsil kuka","mrrktsk","mrrktsk",1,"N","E","ktvs"
